date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:56:47	494387/-1	---M--	200	added ('OK')	text/html	date:Wed,%2030%20Sep%202015%2010:24:55%20GMT	http://www.sportee.in/fk_collection/Sports/Basketball/Goal-Post/?l1=HHKD&l2=FLDD&l3=GJDL	/home/sudhir/websites/Sportee%20Old%20website/www.sportee.in/fk_collection/Sports/Basketball/Goal-Post/indexfa92.html	(from http://www.sportee.in/)
15:56:50	19865/19865	---M--	200	added ('OK')	image/jpeg	etag:%226447816bb9a8bdd4ce264b82b939b8c1%22	http://d3mbfsjswonct4.cloudfront.net/sportee.in/ProductImages/v42nisi3dzrejnbottsiydjv20151282349ssbadrbgyon021.jpg	/home/sudhir/websites/Sportee%20Old%20website/d3mbfsjswonct4.cloudfront.net/sportee.in/ProductImages/v42nisi3dzrejnbottsiydjv20151282349ssbadrbgyon021.jpg	(from http://www.sportee.in/fk_collection/Sports/Football/?l1=HHKD&l2=FKKG)
15:56:53	491890/-1	---M--	200	added ('OK')	text/html	date:Wed,%2030%20Sep%202015%2010:25:23%20GMT	http://www.sportee.in/fk_collection/Sports/Handball/Ball/?l1=HHKD&l2=FLDE&l3=GFGM	/home/sudhir/websites/Sportee%20Old%20website/www.sportee.in/fk_collection/Sports/Handball/Ball/index3816.html	(from http://www.sportee.in/)
15:57:00	21422/21422	---M--	200	added ('OK')	image/jpeg	etag:%226ee8a3c17dfa877b524d661bb6b62c2a%22	http://d3mbfsjswonct4.cloudfront.net/sportee.in/ProductImages/mequaignvbl0mjrz0d2hh3lp201522784215sscribatbsm010.jpg	/home/sudhir/websites/Sportee%20Old%20website/d3mbfsjswonct4.cloudfront.net/sportee.in/ProductImages/mequaignvbl0mjrz0d2hh3lp201522784215sscribatbsm010.jpg	(from http://www.sportee.in/fk_collection/Sports/Football/Ball/?l1=HHKD&l2=FKKG&l3=GFGM)
15:57:13	492382/-1	---M--	200	added ('OK')	text/html	date:Wed,%2030%20Sep%202015%2010:25:06%20GMT	http://www.sportee.in/fk_collection/Sports/Handball/?l1=HHKD&l2=FLDE	/home/sudhir/websites/Sportee%20Old%20website/www.sportee.in/fk_collection/Sports/Handball/index1f19.html	(from http://www.sportee.in/)
15:57:18	18230/18230	---M--	200	added ('OK')	image/jpeg	etag:%2253a7e25d07c5b9e03885fd2e91ac3bbf%22	http://d3mbfsjswonct4.cloudfront.net/sportee.in/ProductImages/v42nisi3dzrejnbottsiydjv20151282211sscripadkk040.jpg	/home/sudhir/websites/Sportee%20Old%20website/d3mbfsjswonct4.cloudfront.net/sportee.in/ProductImages/v42nisi3dzrejnbottsiydjv20151282211sscripadkk040.jpg	(from http://www.sportee.in/fk_collection/Sports/Football/Glove/?l1=HHKD&l2=FKKG&l3=GFMM)
15:58:02	491691/-1	---M--	200	added ('OK')	text/html	date:Wed,%2030%20Sep%202015%2010:26:29%20GMT	http://www.sportee.in/fk_collection/Sports/Throwball/?l1=HHKD&l2=FLDI	/home/sudhir/websites/Sportee%20Old%20website/www.sportee.in/fk_collection/Sports/Throwball/indexf355.html	(from http://www.sportee.in/)
15:58:06	15806/15806	---M--	200	added ('OK')	image/jpeg	etag:%22b80451deb61a7f81a17357bfc3bf8503%22	http://d3mbfsjswonct4.cloudfront.net/sportee.in/ProductImages/m042euxbsjyg0q4lljlwezp3201512765912ssbadshuyon076.jpg	/home/sudhir/websites/Sportee%20Old%20website/d3mbfsjswonct4.cloudfront.net/sportee.in/ProductImages/m042euxbsjyg0q4lljlwezp3201512765912ssbadshuyon076.jpg	(from http://www.sportee.in/fk_collection/Sports/Football/Other/?l1=HHKD&l2=FKKG&l3=GGDI)
15:58:10	491363/-1	---M--	200	added ('OK')	text/html	date:Wed,%2030%20Sep%202015%2010:26:33%20GMT	http://www.sportee.in/fk_collection/Sports/Throwball/Ball/?l1=HHKD&l2=FLDI&l3=GFGM	/home/sudhir/websites/Sportee%20Old%20website/www.sportee.in/fk_collection/Sports/Throwball/Ball/indexf3f9.html	(from http://www.sportee.in/)
15:58:16	39392/39392	---M--	200	added ('OK')	image/jpeg	etag:%22d88bb2d2254c973d4258aa2e9250e2b6%22	http://d3mbfsjswonct4.cloudfront.net/sportee.in/ProductImages/v42nisi3dzrejnbottsiydjv20151282614ssbadstryon080.jpg	/home/sudhir/websites/Sportee%20Old%20website/d3mbfsjswonct4.cloudfront.net/sportee.in/ProductImages/v42nisi3dzrejnbottsiydjv20151282614ssbadstryon080.jpg	(from http://www.sportee.in/fk_collection/Sports/Football/Net/?l1=HHKD&l2=FKKG&l3=GGLM)
15:58:16	495816/-1	---M--	200	added ('OK')	text/html	date:Wed,%2030%20Sep%202015%2010:26:42%20GMT	http://www.sportee.in/fk_collection/Sports/Table-Tennis/?l1=HHKD&l2=FLED	/home/sudhir/websites/Sportee%20Old%20website/www.sportee.in/fk_collection/Sports/Table-Tennis/indexcb2e.html	(from http://www.sportee.in/)
15:58:20	21429/21429	---M--	200	added ('OK')	image/jpeg	etag:%221533bf4bad4da71eb8a21e01d9e92bda%22	http://d3mbfsjswonct4.cloudfront.net/sportee.in/ProductImages/v42nisi3dzrejnbottsiydjv20151282349clmenshtyon042.jpg	/home/sudhir/websites/Sportee%20Old%20website/d3mbfsjswonct4.cloudfront.net/sportee.in/ProductImages/v42nisi3dzrejnbottsiydjv20151282349clmenshtyon042.jpg	(from http://www.sportee.in/fk_collection/Sports/Football/Net/?l1=HHKD&l2=FKKG&l3=GGLM)
15:58:38	493351/-1	---M--	200	added ('OK')	text/html	date:Wed,%2030%20Sep%202015%2010:27:00%20GMT	http://www.sportee.in/fk_collection/Sports/Table-Tennis/Accessories/?l1=HHKD&l2=FLED&l3=FKJJ	/home/sudhir/websites/Sportee%20Old%20website/www.sportee.in/fk_collection/Sports/Table-Tennis/Accessories/indexb320.html	(from http://www.sportee.in/)
15:59:24	493141/-1	---M--	200	added ('OK')	text/html	date:Wed,%2030%20Sep%202015%2010:27:48%20GMT	http://www.sportee.in/fk_collection/Sports/Table-Tennis/Racquet/?l1=HHKD&l2=FLED&l3=GEEK	/home/sudhir/websites/Sportee%20Old%20website/www.sportee.in/fk_collection/Sports/Table-Tennis/Racquet/indexca5b.html	(from http://www.sportee.in/)
15:59:31	33471/33471	---M--	200	added ('OK')	image/jpeg	etag:%22da1de2710ab52735558a193b13939044%22	http://d3mbfsjswonct4.cloudfront.net/sportee.in/ProductImages/nmhm1faaa3gzqwavlbrku4vt20156215339ssfoobalcos511.jpg	/home/sudhir/websites/Sportee%20Old%20website/d3mbfsjswonct4.cloudfront.net/sportee.in/ProductImages/nmhm1faaa3gzqwavlbrku4vt20156215339ssfoobalcos511.jpg	(from http://www.sportee.in/fk_collection/Sports/Football/Guard/?l1=HHKD&l2=FKKG&l3=GKIF)
